id,logFC,p.adjust
DICER1-AS1,2.017292247,3.49E-31
LINC01350,2.111384776,3.53E-31
NT5E,1.938461335,3.66E-31
SRGAP1,1.671433141,3.72E-31
TEX28,3.096094335,3.74E-31
ANHX,2.001160365,3.79E-31
DEPDC1B,1.772977406,3.83E-31
PHF2P1,1.875185394,3.84E-31
DNM3OS,2.853809682,3.92E-31
LOC105371672,1.980109312,3.93E-31
PLCE1-AS2,1.773404882,3.93E-31
LCA5L,3.403971159,3.94E-31
BEST1,1.9219273,3.97E-31
PCP2,1.503848865,4.00E-31
DRP2,2.216284406,4.03E-31
HHLA2,2.214339906,4.03E-31
EP400P1,1.561108047,4.05E-31
RBMS2,2.3649236,4.06E-31
MMP15,2.595816282,4.13E-31
FGF13,2.130151718,4.30E-31
MYB,3.770669688,4.31E-31
ZMAT2,2.588041965,4.34E-31
ANKUB1,2.148137494,4.38E-31
C1orf210,1.547826853,4.38E-31
HGSNAT,1.571839559,4.40E-31
LGALS2,2.416848365,4.47E-31
PYROXD2,2.262432041,4.48E-31
BMP2,2.941684429,4.49E-31
FOSL2-AS1,2.358520041,4.54E-31
LRBA,1.970225653,4.59E-31
NACAD,1.676268694,4.63E-31
AFG2A,1.996297447,4.63E-31
ZNF814,1.605768988,4.63E-31
CCDC38,1.474088171,4.63E-31
ATXN7,1.961455982,4.65E-31
KDM4D,1.739877147,4.65E-31
OLFM1,1.893058188,4.73E-31
ITGB1,1.864547371,4.77E-31
YPEL1,2.611060282,5.01E-31
LOC101929488,2.272879471,5.01E-31
PEMT,2.057220865,5.03E-31
LOC105379178,1.707825329,5.03E-31
STYK1,2.462205771,5.03E-31
TNKS,2.140317259,5.03E-31
ZNF831,1.678341365,5.03E-31
ZBED3,2.347749006,5.12E-31
MEIKIN,2.167026776,5.12E-31
RRAGB,2.253557459,5.26E-31
RNF185,2.482902412,5.26E-31
CYB5D1,1.900571924,5.27E-31
FBLIM1,2.616058959,5.27E-31
ABCC10,2.441678847,5.27E-31
XRRA1,2.505678571,5.30E-31
SIAH3,1.678217247,5.30E-31
LINC00630,2.403462894,5.31E-31
LOC101928574,1.447016947,5.33E-31
PRKCA,1.614173982,5.39E-31
FBXO38-DT,3.034536212,5.39E-31
DHH,1.622515694,5.41E-31
CPD,2.669722129,5.50E-31
OTUD7A,1.785496806,5.53E-31
WDR11-DT,1.772496206,5.71E-31
CCRL2,2.839903435,5.72E-31
FAM135B,1.882855182,5.73E-31
MYOF,2.373591359,5.78E-31
CLNK,1.665912235,5.84E-31
H3C3,1.683294676,5.85E-31
TMEM145,2.293266182,5.86E-31
ZNF253,1.795911859,5.90E-31
NKRF,2.670974976,5.93E-31
BEST2,2.869779935,5.96E-31
KCNK5,2.530589182,5.98E-31
ZNF688,2.481093841,6.00E-31
PLEKHA8P1,2.425514629,6.02E-31
NMB,2.194365441,6.03E-31
LINC02670,1.583823424,6.05E-31
CRB3,1.771055947,6.09E-31
LCNL1,1.814718924,6.27E-31
USP4,1.858379988,6.27E-31
TRPM3,1.839070076,6.27E-31
LOC101928961,2.170461029,6.27E-31
RIC3,1.663637659,6.29E-31
HBB,1.636143841,6.30E-31
ARHGEF28,3.3413192,6.34E-31
MGC32805,2.535775641,6.39E-31
SPRR1B,1.6420913,6.39E-31
LOC101927967,1.600253465,6.39E-31
KRTAP5-AS1,1.269315724,6.45E-31
ARHGAP19,1.534976118,6.47E-31
CDC34,1.853021741,6.49E-31
CDRT4,2.010461776,6.55E-31
ORC1,1.665456359,6.57E-31
REG3G,2.071076847,6.60E-31
SLC7A9,2.613273953,6.60E-31
COG7,1.5054849,6.60E-31
RNF130,1.742314559,6.61E-31
IFNA10,1.480953312,6.73E-31
CAPZA1,2.105938176,6.92E-31
TMEFF2,2.318296218,6.93E-31
TEX10,1.835192388,7.03E-31
EDRF1-DT,2.770166476,7.03E-31
LINC01986,1.654002206,7.03E-31
TSSK3,1.793133576,7.05E-31
LOC554206,1.688322488,7.05E-31
SYNRG,1.827243976,7.26E-31
SLC2A1-DT,1.627418653,7.27E-31
CDC6,2.201515559,7.30E-31
NKG7,2.000675788,7.34E-31
SH2D1B,1.679389494,7.36E-31
MKRN2,4.423849659,7.36E-31
CBX7,2.438405371,7.45E-31
LOC101927018,2.021057135,7.47E-31
LOC100507560,1.960827024,7.50E-31
RPTN,1.798042482,7.54E-31
PTCH1,2.638019794,7.54E-31
NOL4L,1.561787418,7.66E-31
SMARCA1,2.208126753,7.68E-31
MACROD2-AS1,2.078825835,7.69E-31
PRSS3,2.433922706,7.72E-31
LINC00471,1.473416835,7.80E-31
FOXB1,2.131422665,7.82E-31
B3GNT6,1.556480818,7.85E-31
LOC101927166,2.592485647,7.86E-31
S1PR1,2.270256765,7.86E-31
MLH3,2.173905065,8.06E-31
ITGB3,2.404200641,8.21E-31
PLEKHM1,2.064754647,8.40E-31
MIR3681HG,2.006976159,8.41E-31
HS3ST1,2.029017141,8.43E-31
RHBDL3,1.975927535,8.43E-31
LINC02135,2.979245335,8.43E-31
PROK1,1.686933065,8.43E-31
CHFR,1.650914771,8.43E-31
SRSF8,1.702728682,8.69E-31
TRPV6,2.479502541,8.70E-31
ZNF678,1.729214918,8.71E-31
IDI1,2.657715635,8.83E-31
LINC01007,2.411781529,8.84E-31
CHST9,2.172988129,8.90E-31
JPX,1.404157118,8.90E-31
MPHOSPH6,1.411885218,8.94E-31
CCL4,1.599972535,9.07E-31
ABHD2,2.436715765,9.12E-31
NME3,2.477278582,9.15E-31
MAMSTR,2.198089218,9.15E-31
METTL6,1.947576618,9.16E-31
ICA1-AS1,1.684679176,9.26E-31
LINC02749,1.740391141,9.45E-31
TDRG1,2.655579682,9.58E-31
GABRG1,1.900756188,9.66E-31
PLAC8,2.036058735,9.72E-31
SMYD1,2.275591724,9.72E-31
RNF212,2.789033612,9.97E-31
TLR2,1.594658841,1.00E-30
LINC01527,2.071134118,1.00E-30
RP9,2.615550165,1.00E-30
ADAM22,1.938403512,1.01E-30
RFC1,1.581692447,1.02E-30
OR51I2,1.755141982,1.02E-30
CASC22,1.444358488,1.02E-30
OR4M2-OT1,2.007975235,1.03E-30
CD276,1.596507618,1.04E-30
DHX34,1.422488829,1.05E-30
CYS1,2.159222935,1.07E-30
CRY2,2.090778259,1.07E-30
PON3,3.243878694,1.08E-30
STAC2,1.870667535,1.08E-30
RNF26,2.515274747,1.08E-30
PPP1R1C,2.184148224,1.09E-30
APLF,1.834909418,1.09E-30
ERCC6L,2.064043653,1.10E-30
DSCC1,2.407681218,1.10E-30
EVA1B,1.727023071,1.11E-30
MYL5,1.937682582,1.11E-30
F10,2.156307141,1.14E-30
H2AX,2.190596259,1.17E-30
GNAS-AS1,2.085254847,1.17E-30
POGZ,1.659253941,1.18E-30
SLITRK2,3.336823506,1.22E-30
AMMECR1,2.432979035,1.22E-30
AQP6,1.493461412,1.22E-30
SPATA13,2.906637018,1.22E-30
SEPTIN12,2.404666459,1.22E-30
CCDC172,2.059170459,1.22E-30
LOC105377485,1.800110312,1.23E-30
CLEC4G,1.600046229,1.24E-30
MYCBPAP,1.5638123,1.24E-30
TAF4,2.083212788,1.25E-30
TMEM252,2.2574355,1.25E-30
CHRM3-AS2,1.446027282,1.27E-30
ZNF99,1.548969465,1.28E-30
C2CD4C,1.725956376,1.28E-30
PPP1R17,2.725778882,1.29E-30
TNFRSF18,2.241246676,1.29E-30
GINS2,1.694487494,1.30E-30
INPP5A,2.186321447,1.31E-30
SKIC3,1.584863512,1.32E-30
MICALL2,1.735539612,1.33E-30
TMCC1,2.105344388,1.35E-30
CCDC148-AS1,3.579506688,1.35E-30
SKIDA1,2.538659529,1.36E-30
LRRC39,1.967608418,1.36E-30
INIP,1.600661671,1.36E-30
FSIP1,3.482653494,1.36E-30
TCEANC2,3.157883206,1.38E-30
OLFM4,1.677275835,1.38E-30
PRKAR2B,1.617136376,1.39E-30
RAPSN,2.661736065,1.41E-30
ZNF487,1.807971865,1.42E-30
PTP4A3,2.333851865,1.43E-30
TEX22,1.589952576,1.48E-30
VPREB3,2.2433264,1.49E-30
BOD1,2.297529418,1.49E-30
MAP3K14-AS1,1.560416271,1.50E-30
C18orf15,2.712334041,1.50E-30
MEG3,1.776383259,1.50E-30
STEAP1B,1.822963206,1.51E-30
TICAM1,2.418097747,1.51E-30
LOC101927723,1.734697671,1.51E-30
FAAH2,2.386991653,1.52E-30
CTPS1,1.750270471,1.53E-30
TOP1MT,2.309030571,1.56E-30
CCT8,2.434557094,1.57E-30
LINC00309,2.142750747,1.58E-30
TTLL11,1.939800912,1.60E-30
CST9L,2.266491271,1.60E-30
B4GAT1-DT,1.866149682,1.62E-30
HNRNPH3,2.577871612,1.62E-30
MATCAP1,1.932752882,1.62E-30
FAM95A,2.551030147,1.64E-30
ATRIP,1.664466371,1.64E-30
LNCEGFL7OS,2.789274965,1.64E-30
APOA1,2.968161147,1.64E-30
FNDC8,1.946303671,1.65E-30
IGBP1,1.852399294,1.69E-30
KIR2DL1,2.250097606,1.70E-30
DPH6,1.710001406,1.70E-30
PGAP1,2.913075253,1.70E-30
SLC26A4-AS1,2.434007453,1.71E-30
FKBP4,1.654562847,1.71E-30
LOC105369228,1.839104076,1.73E-30
OR5I1,2.411180129,1.73E-30
GPR12,1.711081641,1.74E-30
GSX2,2.303496453,1.74E-30
DNAH10,1.862745929,1.77E-30
LINC02616,1.592144641,1.79E-30
ANP32CP,2.038488747,1.79E-30
NUFIP1,1.486489876,1.80E-30
MUCL3,2.888379047,1.81E-30
TP53INP1,1.856057947,1.81E-30
BPHL,2.092773735,1.83E-30
CARF,2.125653412,1.83E-30
AGBL1,1.759849229,1.84E-30
ZNF584,2.136225335,1.84E-30
LSM14B,1.677832706,1.84E-30
PHPT1,2.469096547,1.84E-30
ZNF33B,3.059217447,1.85E-30
ZBTB1,1.915103965,1.89E-30
PIGQ,2.013626947,1.89E-30
GALNT11,1.371725565,1.90E-30
NDC80,1.9773675,1.90E-30
OLFML2B,3.381915829,1.90E-30
KRT33B,1.780921176,1.90E-30
CAND2,1.7366205,1.90E-30
VAC14,1.495953282,1.95E-30
IL6,1.596818847,1.96E-30
LINC00847,2.425318294,1.98E-30
CAPN12,2.222516235,2.03E-30
NAP1L1,1.535096135,2.05E-30
SLC52A2,2.627322,2.05E-30
APC2,2.046369488,2.05E-30
TIE1,1.936768865,2.06E-30
HOXD4,2.6271338,2.10E-30
CCDC171,2.395069947,2.10E-30
EDN3,1.633141659,2.14E-30
SLC18A2,2.130095141,2.14E-30
SIK3,1.509967971,2.16E-30
GTSF1L,1.623190288,2.16E-30
SF3B6,2.130094571,2.17E-30
TMEM205,2.224737582,2.18E-30
SLC41A2,3.352074429,2.20E-30
LINC02243,1.529717847,2.24E-30
RPRD1A,2.521921382,2.24E-30
POLD1,2.587569524,2.30E-30
LINC00587,1.866408682,2.30E-30
ELFN1-AS1,1.905534059,2.31E-30
CATIP-AS1,2.913963929,2.34E-30
UGP2,1.885351565,2.34E-30
PEX1,2.733617659,2.39E-30
ASCC1,1.970269941,2.45E-30
KBTBD2,1.999563676,2.45E-30
HYCC2,1.965055129,2.47E-30
NRN1,2.553835041,2.48E-30
MC3R,2.757168341,2.50E-30
C16orf82,1.749331006,2.51E-30
LINC02465,1.706013118,2.52E-30
C1QL1,1.871211859,2.53E-30
AGPAT5,3.650434794,2.53E-30
RAPGEF5,1.785995135,2.54E-30
C9orf152,2.007246106,2.54E-30
DLGAP4-AS1,1.510606841,2.59E-30
NCF1,2.454401247,2.60E-30
CASP14,2.009907771,2.61E-30
CALM1,2.764744847,2.61E-30
OST4,3.176083118,2.62E-30
MLYCD,2.320906206,2.64E-30
TMEM116,1.888301671,2.64E-30
BLCAP,1.925457159,2.65E-30
RNASEH1-DT,1.660158829,2.66E-30
CAMSAP2,2.113938024,2.66E-30
MIR3147HG,2.321380418,2.67E-30
HNRNPH2,2.461814606,2.69E-30
CACNA1I,2.0892137,2.72E-30
CRABP2,2.701852206,2.72E-30
CLASP2,2.372949471,2.73E-30
GPR182,2.221324294,2.73E-30
IL31RA,2.381323582,2.74E-30
EBF3,1.883943524,2.75E-30
LOC100505774,1.722810418,2.78E-30
KIAA0513,1.447166182,2.79E-30
LOC439933,1.768792482,2.79E-30
FABP4,1.924627841,2.81E-30
ANP32D,1.564039388,2.83E-30
EYA3,3.528335253,2.85E-30
PEX39,1.911733718,2.85E-30
C1GALT1,1.549856476,2.85E-30
LINC01875,1.603749288,2.88E-30
TGIF2LY,2.913198853,2.88E-30
FAM170B,2.031128459,2.88E-30
TBC1D12,1.794917471,2.88E-30
INTS4,1.975799459,2.90E-30
C21orf91-OT1,1.703063535,2.90E-30
GOLM2,1.539001676,2.90E-30
PDIA6,2.353855547,2.90E-30
LIMD1-AS1,2.067499371,2.90E-30
MIR18A,2.028659006,2.93E-30
COQ2,1.905567776,2.93E-30
WDR73,1.603698512,2.93E-30
MIR3945HG,2.201314324,2.98E-30
SEPTIN7P13,2.540476153,3.00E-30
IL6ST,2.695239535,3.02E-30
FRG1,2.1063587,3.02E-30
TNNI3,2.228122524,3.04E-30
HIC2,1.451557076,3.05E-30
LOC101929622,1.745686612,3.06E-30
NCKAP5L,1.659387006,3.11E-30
TMPRSS11B,1.993535459,3.15E-30
LINC02458,1.591456847,3.16E-30
ZDHHC18,1.551552841,3.16E-30
CREB3L2,1.756580412,3.18E-30
CNTFR,1.799746106,3.18E-30
LOC101927948,1.862362906,3.19E-30
ARIH1,1.541463006,3.19E-30
CALHM3,1.400590276,3.19E-30
FBXO17,1.970323253,3.20E-30
CDC42SE2,2.761168471,3.20E-30
TSSK1B,1.612737841,3.23E-30
MYO1E,2.716367065,3.24E-30
GDI1,2.073687012,3.26E-30
SETD2,2.206732276,3.26E-30
GCDH,2.068994612,3.28E-30
PROCA1,1.709922471,3.33E-30
ATXN1,1.647134282,3.36E-30
GPR26,1.491357165,3.37E-30
DGKH,1.662341347,3.38E-30
SDC3,2.121135506,3.39E-30
SUPV3L1,2.336353818,3.40E-30
ARPC4,2.414172794,3.42E-30
MUC5B,1.908247818,3.45E-30
LPIN3,1.669385888,3.51E-30
VPS13B,1.671852547,3.51E-30
PRELP,2.309910206,3.53E-30
DLX5,2.433953129,3.54E-30
PRR29,1.820292365,3.55E-30
RPN2,1.627940812,3.55E-30
ZNF415,2.060431882,3.58E-30
ZNF599,2.231066353,3.61E-30
LINC02593,2.302895412,3.61E-30
OXNAD1,1.866969129,3.67E-30
MARK1,1.788690853,3.68E-30
SNAP91,1.665269588,3.68E-30
ECEL1,1.738012924,3.72E-30
SLC35G3,1.823496594,3.80E-30
CDH23,1.736039065,3.86E-30
ATP13A4,2.164471882,3.88E-30
HOOK3,1.642559424,3.90E-30
LINC02656,1.709431765,3.90E-30
REEP1,2.129305865,3.90E-30
TXN,2.218124659,3.90E-30
PFDN4,1.668394218,3.90E-30
SCAP,2.420158818,3.98E-30
RAB40C,2.088525676,3.98E-30
RTP5,1.516389006,3.99E-30
RBM25,2.165299182,4.01E-30
AVP,2.1106562,4.07E-30
POP1,1.769452435,4.11E-30
ZNF436,2.677505741,4.14E-30
LINC02530,1.625912294,4.14E-30
OR52D1,1.917379876,4.19E-30
HMGCS2,1.498365988,4.21E-30
LCE1B,1.466755153,4.24E-30
SNAI3-AS1,1.983214335,4.25E-30
CNGB1,3.073687206,4.27E-30
LINC01494,1.386380318,4.29E-30
TNC,2.075291841,4.29E-30
PRPF38A,1.742887524,4.30E-30
PTN,1.6550488,4.31E-30
TLCD1,2.225076488,4.36E-30
DHRS7,2.130214806,4.36E-30
RLN3,2.375885894,4.37E-30
NDUFAF4,1.723098012,4.43E-30
MRLN,1.597512676,4.49E-30
TATDN3,2.096282318,4.49E-30
CCDC163,1.379803576,4.50E-30
INSYN1,1.690613135,4.52E-30
MRPS12,2.435675706,4.54E-30
OCRL,2.537444424,4.56E-30
FAM241B,3.059159794,4.61E-30
GLO1,3.319028165,4.70E-30
FGFR2,2.387411665,4.72E-30
CCR3,2.242810588,4.74E-30
SPTBN4,1.809011694,4.79E-30
FOXH1,1.827073141,4.80E-30
AP1G2-AS1,1.835731635,4.82E-30
GTF2A1L,2.036468576,4.82E-30
ZNF789,1.559987941,4.83E-30
ANKFN1,1.813659118,4.84E-30
LINC01581,1.818659994,4.89E-30
LINC02250,1.704767818,4.91E-30
CIMIP2C,1.657262088,4.93E-30
NIT1,2.775538829,4.93E-30
ATP2A1,2.114340265,4.95E-30
STAC3,3.048619653,4.97E-30
NUDT7,2.776801494,5.03E-30
BEND5,1.513324906,5.04E-30
ANXA2R,3.139889512,5.07E-30
RTL9,2.489667376,5.08E-30
KCNA7,2.057160653,5.08E-30
MBP,1.528042776,5.11E-30
WDFY2,2.045452265,5.13E-30
PAFAH1B3,1.740703165,5.16E-30
TAB2,1.564519665,5.16E-30
TAF3,3.298779406,5.20E-30
LINC01859,2.156569053,5.21E-30
ENTHD1,1.666648006,5.22E-30
LINC00348,1.649022865,5.26E-30
MMP10,2.4685164,5.26E-30
LINC01098,1.612076188,5.28E-30
LINC01049,1.741662259,5.31E-30
DCTN5,1.524272718,5.31E-30
SOSTDC1,2.1900569,5.32E-30
AMN1,2.736837041,5.33E-30
LOC101927657,1.721669741,5.38E-30
PHF23,2.169866088,5.41E-30
CPEB2-DT,1.632821041,5.42E-30
ATG4B,1.664351547,5.47E-30
TET3,1.692285965,5.49E-30
DSCR10,1.577948282,5.51E-30
PGLS,1.6292792,5.52E-30
FSIP2-AS2,1.570893447,5.54E-30
STAU2,2.414408335,5.55E-30
COMTD1,1.665974106,5.56E-30
SLC44A4,2.099388894,5.58E-30
CINP,1.883884947,5.64E-30
MTMR11,1.693188171,5.65E-30
DGAT1,1.586132353,5.68E-30
BMP5,2.435291459,5.71E-30
MTERF4,1.548498012,5.72E-30
KLF8,1.885289065,5.73E-30
LINC01614,1.775018165,5.73E-30
NRGN,1.672145735,5.74E-30
PIM2,1.946726676,5.76E-30
RWDD3,2.252754418,5.78E-30
HSPA1B,1.760388271,5.79E-30
LYSMD1,2.202955359,5.79E-30
LINC03020,2.534485294,5.82E-30
KDSR,2.269424047,5.85E-30
FLJ38576,2.263525188,5.85E-30
UBA6,1.595633682,5.87E-30
LOC101929621,1.582598965,5.96E-30
EEF1AKMT3,1.715325347,6.00E-30
CHCT1,1.652365665,6.08E-30
GRIK1,1.752427594,6.10E-30
PIP4K2A,1.747520147,6.10E-30
SOX11,2.591287547,6.19E-30
RAD52,2.966887594,6.19E-30
SPATA22,1.725574888,6.21E-30
LRRC36,2.624561818,6.21E-30
LOC339685,1.891341729,6.23E-30
FXYD6,2.376921688,6.25E-30
NCKAP5-AS2,2.616374153,6.29E-30
SPINK13,1.708026594,6.30E-30
IFNE,1.582527724,6.38E-30
LINC02685,1.750570276,6.40E-30
JHY,2.150494606,6.41E-30
CTU2,2.445020512,6.41E-30
GOLGA2P2Y,1.356016718,6.43E-30
LSM5,1.595925547,6.45E-30
HCAR3,1.813219259,6.56E-30
ATP5PD,2.486186712,6.56E-30
DNAJC11,2.145599582,6.58E-30
TSPAN16-AS1,1.697559506,6.58E-30
TESHL,1.953802382,6.58E-30
PERP,1.437327753,6.60E-30
SH3PXD2B,1.735794224,6.60E-30
LINC02487,2.415459253,6.60E-30
EOLA2-DT,1.690541959,6.61E-30
PPP4R1L,2.022419976,6.63E-30
CDKN1A,1.519213718,6.63E-30
OPRD1,2.237013982,6.73E-30
LOC400622,1.713571424,6.78E-30
FBXL13,1.816763482,6.79E-30
HECTD1,2.1083848,6.81E-30
TRMT1,1.588313888,6.92E-30
LINC03125,2.197859941,6.92E-30
LRG1,1.761802447,6.95E-30
LOC101928188,1.508844965,6.97E-30
LOC645261,1.641897571,7.12E-30
KANSL1L,1.494261212,7.22E-30
ANO6,2.195216376,7.25E-30
NPC1L1,1.950443265,7.26E-30
HIC1,1.557452012,7.27E-30
DLGAP4,1.777475159,7.27E-30
ZNF292,1.532797118,7.32E-30
DUSP6,1.580548847,7.36E-30
AAMDC,1.864333512,7.39E-30
LOC101927604,2.797293229,7.39E-30
LOC101928475,2.795334406,7.40E-30
CKAP5,1.609608688,7.42E-30
LOC284798,1.724020018,7.42E-30
CCDC91,2.0810638,7.43E-30
IGHE,2.233596906,7.52E-30
NLRC4,2.010995706,7.53E-30
LOC100240728,2.155261294,7.53E-30
SESN3,1.731366288,7.57E-30
PITRM1-AS1,3.477268624,7.59E-30
AGAP11,1.521590171,7.72E-30
STON1,2.370891535,7.75E-30
ZNF491,2.524894541,7.93E-30
WASHC1,1.578647465,7.94E-30
KLHL20,2.9862925,7.99E-30
LINC00862,1.608203753,8.01E-30
STAB1,1.655051559,8.17E-30
DEFA1,1.660686159,8.23E-30
NEUROD2,1.933919324,8.26E-30
STAMBP,1.824769829,8.27E-30
LINC00536,1.455393606,8.40E-30
NECTIN3,1.664046765,8.41E-30
DOLK,1.766697288,8.41E-30
SEPTIN4,1.589903235,8.41E-30
ADORA2A,2.201011582,8.45E-30
LINC02532,1.887886853,8.48E-30
ARK2C,1.678989676,8.48E-30
TAPBP,1.479502894,8.49E-30
NUAK1,2.572586,8.61E-30
CRYZ,1.900943129,8.63E-30
SGCB,1.801395582,8.75E-30
PLN,1.977496259,8.82E-30
WDFY3-AS2,1.521015953,8.86E-30
PSMG3-AS1,1.899454288,8.88E-30
FOXP2,1.710198082,8.94E-30
DOCK4,1.963412094,8.97E-30
MATCAP2,1.631569741,9.00E-30
PABPC1,1.799860676,9.00E-30
SLX4IP,2.208717194,9.05E-30
GTPBP4,1.663376088,9.21E-30
CEP126,2.4719848,9.25E-30
LINC03122,2.083002012,9.26E-30
ZBTB48,1.666446641,9.26E-30
ESCO1,1.756221924,9.37E-30
SYNCRIP,2.088465988,9.37E-30
PRKN,1.807631276,9.44E-30
IL12RB1,2.481389324,9.44E-30
ZFHX4,1.563580194,9.44E-30
PKN3,1.644991994,9.46E-30
LOC105370549,1.765312029,9.62E-30
EIF5,2.699960218,9.70E-30
SFXN3,3.063063541,9.70E-30
WDFY1,1.836070718,9.75E-30
MED8,2.1391423,9.76E-30
TAS1R2,1.578740488,9.89E-30
LOC100507250,1.786575588,9.96E-30
LINC02339,1.756700694,1.00E-29
ZNF710,2.425195424,1.00E-29
PRR20A,1.514065759,1.00E-29
MOAP1,1.856491318,1.01E-29
ATP12A,2.790174365,1.01E-29
LOXL2-AS1,1.695223894,1.01E-29
LINC01579,2.155829529,1.02E-29
TMEM61,1.790994506,1.03E-29
DCLK3,1.761081829,1.04E-29
C16orf54,1.763926012,1.05E-29
LOC102724638,2.552329471,1.06E-29
CHODL,2.739987588,1.06E-29
SPATA32,2.415082076,1.07E-29
LOC100506071,1.815478082,1.07E-29
CETN1,1.561317282,1.07E-29
MAP3K12,2.056604571,1.08E-29
TRERF1,1.461870424,1.08E-29
VPS37C,2.326781824,1.09E-29
PROZ,2.754569529,1.09E-29
ZC2HC1C,2.245587606,1.09E-29
KATNBL1,2.0466441,1.09E-29
CACNA1A,1.747066571,1.10E-29
LINC01428,1.526251088,1.10E-29
PNISR-AS1,1.914938353,1.10E-29
NHERF4,1.805480994,1.10E-29
LINC00486,1.681614841,1.12E-29
FSTL3,3.117569982,1.12E-29
ACY3,1.654252941,1.12E-29
TPR,1.584102965,1.12E-29
MIR4755,2.4741788,1.12E-29
KLF18,1.809803906,1.12E-29
DMAC2L,1.420598418,1.13E-29
C3orf33,2.053606141,1.13E-29
DKKL1,2.273900753,1.13E-29
CPEB1-AS1,1.439562629,1.13E-29
CRYBB3,1.851225141,1.14E-29
GMDS,2.482435112,1.15E-29
CSMD1,1.651441888,1.15E-29
ZCWPW2,1.555559576,1.16E-29
C4orf33,1.508235135,1.16E-29
ZHX2,1.865776894,1.16E-29
C11orf96,1.585495512,1.17E-29
FOXL2,1.571745194,1.17E-29
ZNF419,1.8118366,1.18E-29
LOC100130548,1.551965765,1.18E-29
PURA,2.4037678,1.18E-29
DGCR6,2.349491776,1.18E-29
SNRPN,2.036350141,1.20E-29
HSD11B1,2.380556365,1.21E-29
BSN,1.941376059,1.22E-29
HOTAIRM1,1.456277853,1.24E-29
LARP4,1.710547182,1.25E-29
SLC4A1,1.723136029,1.25E-29
GIPC2,2.548794835,1.25E-29
GLOD5,1.315984918,1.25E-29
BPIFB1,3.557500729,1.25E-29
C14orf180,2.797045053,1.27E-29
FOXJ2,1.824983106,1.28E-29
CABP4,1.779695424,1.28E-29
ZNF552,1.473304171,1.29E-29
GJA10,2.441956459,1.29E-29
MICA-AS1,1.865943771,1.30E-29
KRT34,3.913131253,1.32E-29
MFSD2A,2.095484729,1.33E-29
ADAMTSL4-AS2,1.676351776,1.33E-29
ZNF629,2.591777818,1.33E-29
LOC101928708,2.368255176,1.33E-29
KRTAP9-3,1.941316112,1.33E-29
TOX2,1.387749094,1.34E-29
ANKRD28,1.805477994,1.34E-29
ASTN2,1.735618294,1.36E-29
TMEM190,2.677855094,1.40E-29
CORIN,1.723211865,1.40E-29
ALK,2.401199135,1.42E-29
LHX6,1.546635565,1.43E-29
FPGT,1.413023094,1.44E-29
HECW1-IT1,2.366833006,1.46E-29
LRP6,1.512024471,1.47E-29
UST,1.514439329,1.48E-29
DCBLD2,2.332753076,1.48E-29
ZC3H4,2.471247382,1.48E-29
RNF126,2.666175718,1.49E-29
RTKN2,1.693343918,1.50E-29
CASC3,1.685441271,1.52E-29
SLC7A11-AS1,1.705953065,1.52E-29
MDFIC,1.794640447,1.53E-29
MYORG,1.539048759,1.54E-29
CCDC158,1.6493528,1.59E-29
LINC01896,2.034577965,1.61E-29
ZIC3,1.555178976,1.61E-29
TTC14,1.792355747,1.61E-29
HHEX,1.639543512,1.62E-29
ZRANB2-AS1,2.597701112,1.62E-29
HPN,1.7160818,1.62E-29
CTNNA2,2.930308065,1.63E-29
MRPL12,2.3007429,1.63E-29
IFT46,2.428558759,1.64E-29
SNAPC4,1.733578688,1.64E-29
L3MBTL4,1.533896159,1.65E-29
FAM234B,1.590730276,1.65E-29
SCN3B,2.577518653,1.66E-29
PCBD2,1.613656824,1.66E-29
CREB3L3,2.765995294,1.67E-29
NCALD,1.465669294,1.67E-29
ABCD4,1.908645735,1.67E-29
NSUN5P1,1.827634712,1.68E-29
NNAT,3.846421159,1.68E-29
PRKG1,1.943904965,1.69E-29
LINC02119,1.944134459,1.70E-29
IGFBP7-AS1,1.6555862,1.71E-29
EHBP1,3.251235706,1.71E-29
CRTAP,1.692744335,1.72E-29
LINC00687,1.463404612,1.72E-29
DNAAF6,2.389844471,1.73E-29
SH3BP1,2.0399209,1.73E-29
SCN10A,1.743411553,1.74E-29
CARNMT1-AS1,2.667458082,1.74E-29
SH3RF3,2.056084571,1.74E-29
SLC17A1,1.500492294,1.75E-29
FGB,2.346480759,1.75E-29
SMIM24,1.679471594,1.76E-29
PRMT9,1.725705524,1.76E-29
CCDC12,2.280655894,1.77E-29
RALGPS2,2.463499806,1.77E-29
KBTBD6,1.538602518,1.77E-29
PSG3,1.498268624,1.78E-29
CD300LG,1.516083706,1.78E-29
LOC101929774,1.478101859,1.78E-29
SLC7A2,1.710085206,1.78E-29
ATP6V1H,2.263871253,1.78E-29
LRRC3C,1.589059235,1.78E-29
FBXL19-AS1,1.798104712,1.79E-29
CHP1,2.551946024,1.79E-29
HISLA,1.556874,1.79E-29
GUCY2D,2.443640424,1.80E-29
KIR3DL3,3.008705153,1.81E-29
LARGE-AS1,2.603322718,1.82E-29
VXN,3.179139012,1.84E-29
SGSM1,1.716622218,1.85E-29
PCDHGA10,2.279535306,1.85E-29
LINC02995,1.664959641,1.85E-29
KIF25-AS1,2.2359718,1.87E-29
SNHG21,1.670989453,1.88E-29
ATP5F1D,2.122462041,1.89E-29
